Hour,ShadingAngle
331,74.53178751594794
332,10.534479108696171
333,38.179896035687285
334,45.80326181456509
335,80.39891104926632
336,74.69308289940108
337,70.31020198358694
338,64.13734837951743
339,9.767399010087686
340,22.20004137222384
341,64.34499390943256
342,11.88735322833168
343,18.22867088518134
344,27.828805277751684
345,16.69649048463985
346,13.686932832516643
347,17.422473254523048
348,16.667086134379726
349,24.208348981546568
350,55.52650652923906
351,24.794678302478076
352,12.109078893901454
353,77.52713130502492
354,29.296606836333392
355,30.62887324756312
356,51.229427781606226
357,3.9325742243946338
358,48.00921969181188
359,50.458843803503996
360,27.172678456910415
361,34.81504235122776
362,89.70500876714169
363,85.16907760928534
364,87.46028994714584
365,43.984907697643756
366,22.722143357924228
367,19.254649333519122
368,77.188205263312
369,84.14141840255175
370,86.73609599396231
371,39.76355095913993
372,41.69705985971477
373,51.638495311950564
374,6.355156531890495
375,65.34771387109645
376,67.3085913367442
377,47.89384666078803
378,68.67214629691043
379,76.20199991107452
380,71.7028724954985
381,68.07088295304608
382,79.12488261408527
383,9.790677743997671
384,13.310141783918501
385,9.252194851599036
386,23.221812922022284
387,58.320376956450374
388,86.32118491783604
389,76.58658574940914
390,16.48830751788557
391,15.989146207253015
392,39.947098117865096
393,31.78423441318994
394,42.94202845873008
395,34.81657074522814
396,11.246566981499553
397,11.942174765281813
398,6.732563747123871
399,83.38353736493093
400,3.3085209512240277
401,44.47145777439302
402,22.659231853643476
403,63.060586339601684
404,44.33087474530863
405,68.29062806915697
406,56.860959530885154
407,43.721618153042755
408,32.72902212708518
409,78.54281404970526
410,7.575339924593598
411,14.265684996807163
412,43.82493853067977
413,89.33319309315603
414,73.2775660469859
415,14.891593053498331
416,78.98162149413412
417,24.224228156784477
418,63.86269320417318
419,28.82487789910077
420,53.51736445681064
421,80.85917473184749
422,32.361730002899144
423,22.98776454590002
424,22.7777169371893
425,73.20690062200401
426,31.73241936736662
427,63.777219928306735
428,64.84603944500815
429,22.530729832179468
430,17.21046261585659
431,9.294817278568727
432,30.78507998967571
433,5.738092239951787
434,64.43473561887824
435,83.45024349180618
436,55.728921557049
437,63.55012563210509
438,89.54939682111657
439,19.162309612999522
440,24.72146564468961
441,42.809373904810755
442,79.84105602353254
443,23.604778104258493
444,14.805822597759986
445,5.017483004532723
446,63.81999714556849
447,2.441578932825653
448,74.80216078376495
449,65.1947932413699
450,42.274428035585736
451,52.20537213910521
452,9.3864262023384
453,72.07743740148543
454,54.20440606468961
455,81.46986243066428
456,21.98317150570592
457,2.7104714656173945
458,20.62396491603141
459,89.35560845787717
460,33.20038394269768
461,80.47444589194987
462,40.80716350272023
463,15.250142882922988
464,9.896303335684372
465,19.95929491325374
466,4.718968235859062
467,52.23692462994922
468,70.25018299924098
469,77.81935780381662
470,28.015955825417635
471,39.82062763576051
472,9.639739392224744
473,12.608139300281403
474,3.4105115472392655
475,24.116648449169197
476,63.857546254324106
477,21.100743842262027
478,49.44675298171227
479,70.78331608480376
480,47.713212725281366
481,73.978262240853
482,77.39053783796807
483,40.27176937530829
484,59.77266906584221
485,82.12420115448295
486,60.82342310883067
487,3.3630939073310104
488,45.24687847113337
489,36.75799647855264
490,28.16701008989862
491,48.48243555839622
492,62.8130965880959
493,51.794477210940556
494,48.75578315758364
495,62.43574139774713
496,65.09024237987575
497,71.0299005286098
498,44.88958166684297
499,36.19782780388388
500,83.3814248097241
501,38.5936279887431
502,66.58449282358035
503,57.50058576033216
504,10.66392777234687
505,22.723621995261347
506,88.83222513743596
507,23.035840558573433
508,2.67683709845276
509,86.89644421376174
510,34.36451759445259
511,24.662186970914465
512,67.48713689453456
513,64.45211254772222
514,20.72317853401591
515,47.15324329850791
516,39.58431850034346
517,74.51849588547934
518,57.50477334239894
519,22.261789222250087
520,14.612639963986867
521,68.40656354098921
522,59.2446174300305
523,44.44695773580918
524,10.92842535005061
525,16.30739140123411
526,22.06629398749793
527,22.38366399085725
528,30.896528410245306
529,70.38823026463702
530,81.57198337883003
531,21.137406215208195
532,38.351060823286204
533,20.426566569452927
534,33.250620921925
535,71.88394169898821
536,55.822439304429366
537,6.043819404602631
538,65.64097806954798
539,5.284573119033485
540,69.1840051280124
541,20.0799420531685
542,62.94497347254823
543,78.37625675607133
544,77.24861488493032
545,46.81635857187822
546,29.97808873593516
547,71.46347436674259
548,63.09727487064288
549,80.747987099101
550,11.66502054021317
551,37.559877526481614
552,36.473981681729896
553,2.931523062284592
554,73.57506789000837
555,28.914800759859173
556,87.35853130499449
557,40.66288549463779
558,46.46113577691084
559,73.91665365341409
560,20.28265941639031
561,44.184132031184284
562,59.12720019755998
563,79.28349492931804
564,67.93352795474074
565,4.981366583696176
566,36.936485622171446
567,36.736994608592916
568,47.496121015998504
569,20.60107664439505
570,89.86732055758141
571,19.509345321683156
572,6.801555800564553
573,83.20006513513648
574,12.877311747896306
575,70.71663493777224
576,41.02430395244147
577,49.4443653139903
578,48.120840988026956
579,66.28984753184905
580,80.49826885005828
581,72.21984379824232
582,31.318758041913334
583,37.57386377351748
584,29.393033710879052
585,6.855423549202775
586,38.13588210065243
587,70.82297359753306
588,17.538335717515423
589,74.59433687220655
590,9.686960904349975
591,65.75185837415486
592,33.796082007270925
593,55.68144851907138
594,47.96023492617774
595,88.91207911043517
596,43.6694196430125
597,72.14635920760722
598,38.22815554591391
599,84.53387057172091
600,62.547407949125386
601,8.76348303341525
602,16.29146481869856
603,84.35437738865531
604,39.320126932682264
605,76.02983866424456
606,55.01579664063844
607,34.66374790449746
608,64.41861392294565
609,30.52109468813877
610,16.636986660589212
611,10.133877436877192
612,46.82699967876371
613,66.87413610953043
614,22.81353893723562
615,0.28812111564458176
616,34.67510133220554
617,24.624845810252573
618,21.863769300967462
619,41.45852742772753
620,23.704614919170197
621,79.22754373567521
622,4.394052232392091
623,14.925015841663086
624,48.683747509213724
625,7.979419662324595
626,52.68991585399215
627,41.354809068457925
628,3.8244347347043073
629,36.32544113599855
630,25.665771243515113
631,34.16984002918409
632,34.49903620597819
633,78.67923078680917
634,37.914546879033466
635,81.158745032645
636,24.626633458164722
637,59.921396579076784
638,79.7268140967052
639,18.89412874182321
640,89.13009014140857
641,46.806903926906664
642,3.386976915537625
643,18.550436413729447
644,32.90683773883498
645,55.54607075322756
646,12.826371957888423
647,88.61352418490164
648,88.48428022763463
649,64.94081067853067
650,47.56852236446243
651,3.620176898580838
652,1.3560327498226543
653,31.383653360900492
654,64.54133790834055
655,59.5459759357872
656,65.4102132986669
657,33.65243261066574
658,70.41597386784818
659,77.60690483187433
660,77.98528036666612
661,37.17766842654573
662,89.13633504622382
663,85.96664559916888
664,3.18392278318931
665,44.350314423952874
666,5.61433893042984
667,29.392120026171558
668,81.96019678806465
669,21.901395908726226
670,80.02742703138014
671,17.973965347841723
672,70.35416849035782
673,34.63955827886254
674,25.011963415032334
675,64.45738738398714
676,31.45015665750388
677,82.36433606148586
678,82.56726355587107
679,28.174207587943485
680,41.55264809783505
681,2.7271892193197522
682,11.982276388628174
683,63.362774603707436
684,57.8375621901108
685,51.685260860590276
686,6.325183410395101
687,7.268369998828648
688,6.339015970612514
689,6.581694946069899
690,58.485366046988965
691,16.587872341311428
692,89.01098028305924
693,54.841787520156416
694,48.678948082918374
695,76.18628380886986
696,23.488443695620713
697,34.6345587813528
698,18.278116885731862
699,42.61921287014497
700,42.18733835675581
701,21.118808167044484
702,36.59648240766157
703,80.7360857814777
704,53.55220465748687
705,45.02617876601546
706,50.77959171878195
707,37.634494676997576
708,14.14476008729401
709,73.80068687614407
710,39.910929587498
711,4.098791787855589
712,68.8127243643167
713,20.783950662176462
714,22.331332295579504
715,82.65444686523777
716,12.556579010326038
717,27.119890457693653
718,18.765080032122043
719,84.8533623258976
720,83.09018153148233
721,33.612406139267115
722,6.076577274197032
723,80.79166702340073
724,54.87000412636098
725,79.49787967954963
726,8.041645445290046
727,73.64832202867427
728,76.60942270159177
729,36.79000238170816
730,77.51865254930044
731,68.75570132428979
732,50.21043328531968
733,51.94559565696962
734,63.32794670366197
735,0.1321337022697311
736,83.58375158141455
737,17.244855323877424
738,68.14447738933777
739,85.93153052459434
740,21.07964108347466
741,21.645638669915567
742,4.872530105126268
743,66.61265150631311
744,38.0335696582935
745,79.93642877399594
746,18.06682650510791
747,69.89318095865133
748,19.278166448630564
749,84.23385642678835
750,16.97823174116721
751,56.684472253399704
752,46.909937470734604
753,15.50982581988526
754,68.33577980545476
755,19.708781965202245
756,1.0060628912904412
757,65.5165403131056
758,65.57869627131403
759,34.35177440148035
760,55.81430958053267
761,73.74461289483426
762,83.56266598808986
763,87.90254484219683
764,20.11295166009728
765,17.658666547344133
766,55.251738817614005
767,42.21156170110922
768,16.3496236144644
769,5.0147338321157475
770,2.860868706131301
771,42.53455610510548
772,69.06473611057912
773,26.838991083318355
774,69.1414995353827
775,75.59946845709584
776,23.008892408041994
777,82.5569790563878
778,13.234333166572648
779,13.660623023182886
780,64.85692301490786
781,41.509120824126285
782,49.15704419870431
783,52.60246902276569
784,65.81255424046363
785,2.3034155164070116
786,57.17674028830154
787,40.561990555755166
788,49.66696793420812
789,74.7488535489135
790,48.05497975546308
791,29.725186876361946
792,51.49057561838799
793,51.66186709652998
794,8.724433543795332
795,37.76533311537717
796,1.3140717532727086
797,57.57699072072472
798,29.796341271510446
799,80.22244935993513
800,15.235539747406637
801,32.74762304918124
802,6.078336715398124
803,53.813103223880816
804,21.876151161618253
805,89.35958342554082
806,8.73690599904964
807,42.62554172265849
808,22.73585711091552
809,18.628552028358328
810,3.0315646751745717
811,24.96278075346382
812,23.260150090969567
813,71.63748197107374
814,88.93511018381149
815,19.822220850006104
816,64.44732154008203
817,31.243554886705066
818,80.3149578950958
819,89.48205809586587
820,24.71496705447845
821,31.440955817646007
822,47.29807492612599
823,66.04835361424739
824,77.25573622835304
825,75.70795009445865
826,38.946900790522164
827,49.024225394674986
828,84.02812099112818
829,27.15920206980087
830,69.25713945890627
831,49.15972772052187
832,38.26968358383436
833,63.668582652800566
834,80.8895489988658
835,21.00830341044199
836,35.6198434237417
837,39.70294630854103
838,5.40153090214199
839,12.537921888576605
840,21.716325294611288
841,45.7056224728952
842,35.82310114930901
843,43.18976833179878
844,79.02146367403824
845,31.771302307194112
846,39.446508103588975
847,53.01689678816181
848,54.512591125385626
849,21.0672163208828
850,61.5777412033672
851,85.09612857414518
852,76.35088616546557
853,87.3263631827172
854,41.685694762264376
855,68.6649050343888
856,38.41843814368346
857,49.389445260263635
858,87.67591458435578
859,70.3086407944713
860,44.129799551081454
861,27.24474774227649
862,3.657582335524329
863,80.77066083991065
864,82.95777939608331
865,43.71092773469546
866,46.93334805636198
867,66.6169348402147
868,17.811413918729787
869,87.3346516121885
870,48.27224695205599
871,47.810271617337186
872,74.42367930163816
873,63.41057247117277
874,32.074196935656516
875,66.97941989207051
876,23.429371593996503
877,77.20957974454308
878,13.687854295389787
879,9.40235175969011
880,12.085966662267856
881,0.3199698509763904
882,29.04420835891013
883,89.10920502061491
884,76.57318055355768
885,87.25366006951027
886,70.1568156830722
887,36.16097504352915
888,80.70915915633667
889,28.069889643744915
890,73.20186317155915
891,55.07294880761846
892,35.17217073651849
893,74.60751882333808
894,41.713190471218915
895,24.842100562049634
896,6.405145117755566
897,40.05798261483882
898,86.80464273081255
899,26.932925706636293
900,28.57085561694658
901,23.866984115716654
902,24.048757288414695
903,35.39992580188402
904,25.953447798467177
905,11.122831917853436
906,57.21949826561458
907,45.05760629121667
908,5.917282364393671
909,4.774576034959672
910,44.004722766670916
911,37.50454790580237
912,51.04391922437573
913,28.055949202849323
914,62.43325594226089
915,37.263240233279454
916,6.829016652111823
917,53.50817445568348
918,52.74731911204524
919,47.303851087020476
920,71.34962014227033
921,29.69996155763067
922,57.96199371623125
923,32.87064089239273
924,57.32639153556118
925,18.671859156302496
926,68.59165169348476
927,35.97737444398301
928,63.692029489983675
929,60.60027961775802
930,21.128855330048992
931,57.25081201488591
932,34.21789508401177
933,81.1202871022932
934,34.95361087850046
935,33.88347432787857
936,66.83271060968949
937,8.485572785325491
938,83.49229377803753
939,27.53056461752639
940,75.04840108303495
941,73.1763754595927
942,2.189531146723376
943,14.143904232524305
944,65.83521451190163
945,16.940357106416744
946,7.33454974928428
947,1.2058468481394036
948,85.61376853069979
949,54.385680241364156
950,86.66611263151543
951,13.766706118830532
952,83.97708365493148
953,75.26359653573779
954,82.45529813680263
955,17.170958777815844
956,31.72455291393562
957,24.181344073882798
958,10.269522288283241
959,74.1575799882722
960,64.80308848253053
961,6.886661505692411
962,76.63246988576579
963,83.37522293329444
964,5.466382033939751
965,8.957232241290484
966,8.034963258521492
967,76.9767615707242
968,71.34270895358914
969,55.64692682568402
970,71.42230855319438
971,12.052043301384026
972,58.564772588038664
973,3.6753657947801113
974,89.67865702339861
975,6.196784351651422
976,44.32811733295212
977,7.999332084703061
978,4.359754419594715
979,72.8153882281181
980,88.36424795367807
981,44.372391378482426
982,41.743448862062586
983,53.8035668680257
984,68.14341734198621
985,76.92681804151216
986,17.28994555845507
987,73.05921178406012
988,42.46993042748844
989,27.44648192715368
990,28.44873087533926
991,2.593760988452014
992,10.795453054110984
993,5.122622367490036
994,88.99963631428488
995,70.00994695742862
996,18.922662581513936
997,20.22970090295024
998,25.32359909053507
999,80.56975561390722
1000,36.98548665786049
1001,54.40390419235183
1002,51.91755186369164
1003,76.82627943332973
1004,36.17166883044732
1005,20.806889079885586
1006,43.52766009116619
1007,89.7522789463947
1008,64.45249797670628
1009,78.74792986741426
1010,12.6674651166044
1011,61.098682552143075
1012,80.83123050898175
1013,12.081842402121627
1014,42.989049009348165
1015,66.3829453404704
1016,22.75541397476814
1017,68.94613387179065
1018,67.62382921011465
1019,32.47845094531273
1020,41.68028780164162
1021,60.55375281504066
1022,42.53516332448953
1023,87.68439490276214
1024,87.18752979596094
1025,8.174139923478187
1026,89.4577897171197
1027,21.93161449641493
1028,4.044657613633222
1029,27.96497030471277
1030,55.4230776476472
1031,52.91177617692191
1032,56.80410140796117
1033,44.90905034830252
1034,27.647598585519518
1035,62.9688854644471
1036,73.18416041638582
1037,48.90032876036902
1038,20.528854674151184
1039,71.59585706306183
1040,38.5603919395718
1041,66.15114243909994
1042,59.78661730195453
1043,37.328358811710686
1044,83.16241972510109
1045,35.71365798574993
1046,67.07123276218016
1047,5.216637239126445
1048,84.11207638246424
1049,69.79685533570635
1050,1.6658481294829808
1051,58.64533247800938
1052,12.77672419196625
1053,73.2667534027567
1054,40.52233426629077
1055,2.44104051401124
1056,45.613577078496256
1057,12.44717655057178
1058,30.396224618682265
1059,16.206911956667255
1060,56.737104961401364
1061,4.78644402908394
1062,24.322274392565696
1063,46.18354546875156
1064,35.57843762395216
1065,24.431561029875
1066,79.60096716335431
1067,26.920049028556264
1068,73.97496178920352
1069,26.641265245750024
1070,21.52138962790535
1071,29.45439272658068
1072,22.24315444536706
1073,89.7224817598097
1074,27.81047794963039
1075,56.64331470449474
1076,68.89460531498057
1077,53.67753152960804
1078,22.715305803366707
1079,40.928249959459876
1080,73.00434671199378
1081,60.59516832191362
1082,87.84278260672774
1083,56.1665436996642
1084,51.53064442729414
1085,85.89008763467986
1086,50.993097839224674
1087,76.51115709381854
1088,4.135265531195982
1089,67.15934340051683
1090,54.1420023796372
1091,79.9521703047224
1092,42.032130765311656
1093,11.942631961978135
1094,20.134169725280668
1095,41.792644053466574
1096,59.96486836983779
1097,81.79802862051608
1098,57.73298508345976
1099,43.48715591617076
1100,81.5875076203129
1101,62.29079854916821
1102,2.911962194110264
1103,69.47785666271909
1104,14.757584744840162
1105,53.518297979677
1106,31.48555887976361
1107,27.907277592519872
1108,35.50390761504135
1109,84.31316971674488
1110,69.70613025904811
1111,39.16071603268832
1112,77.78764349830561
1113,37.47319728515154
1114,66.68267414928037
1115,8.003383100262395
1116,66.25758425490783
1117,83.63964680325341
1118,24.44665875773444
1119,13.56539560158316
1120,24.119690676435898
1121,42.28911391069293
1122,36.369125059649306
1123,14.677633850656171
1124,67.35921071266274
1125,84.5476104427343
1126,86.64528870615764
1127,65.43393082598074
1128,3.063836871521024
1129,8.486915274766815
1130,10.166996775488341
1131,26.312495157017192
1132,72.68537458458866
1133,86.81529281596387
1134,22.560087113341424
1135,85.26674851846727
1136,52.51358444509856
1137,67.27537315818384
1138,89.04167688959899
1139,25.026020795633
1140,77.84424964135333
1141,35.600197150163666
1142,44.873190955252454
1143,21.597446950754595
1144,52.69064061813015
1145,59.430611184490274
1146,66.77390761724983
1147,12.495767884043085
1148,58.27746753638943
1149,44.33948784575101
1150,82.31072286813047
1151,6.595822039890777
1152,85.90189209725015
1153,41.09909788113626
1154,82.38233839575832
1155,65.48649115994168
1156,28.631336212000758
1157,62.98246108945127
1158,53.07192936251185
1159,1.9773312067604898
1160,40.32073864076469
1161,66.76328507689006
1162,55.042233225907786
1163,59.48352932467962
1164,83.52740954247437
1165,30.221795281213417
1166,76.12938010537276
1167,18.710451825866834
1168,29.444247140287914
1169,88.99909547776662
1170,18.948358277713798
1171,21.73794147624959
1172,34.000192146645134
1173,6.52051593556334
1174,47.1422047662949
1175,58.48292336627256
1176,65.90909303893878
1177,4.3307154681513635
1178,65.42800248899145
1179,2.7104667939927376
1180,64.11952883304207
1181,20.4850755962583
1182,81.66946723480524
1183,0.5699535764648511
1184,22.4624511435972
1185,88.56202127008036
1186,6.677110141431503
1187,73.74882608393045
1188,6.571446228515541
1189,36.202000122300596
1190,68.48689271043678
1191,25.67712588589448
1192,8.546301188797953
1193,63.42514615549281
1194,77.57663494516562
1195,56.902116629857666
1196,56.48910587587057
1197,13.287160063191237
1198,3.8054238314921793
1199,22.860576367243194
1200,26.54103030186544
1201,12.226847770246902
1202,67.07676097657678
1203,89.39934095396755
1204,56.55927171335829
1205,52.68418497930323
1206,89.08814629432412
1207,44.023307223736616
1208,73.34941563108252
1209,89.6421988095648
1210,69.21349591915504
1211,43.97952195251519
1212,26.08519931004904
1213,22.95663802521642
1214,47.08844703649541
1215,41.19365143098329
1216,52.75563961407335
1217,74.24073635149149
1218,4.6743630309146145
1219,48.88559648666279
1220,37.95121020186185
1221,21.34471993843169
1222,69.91232573926415
1223,17.624441585792084
1224,58.21679587165602
1225,0.6763507168157312
1226,15.078162859711226
1227,42.32622022232956
1228,63.698713770829066
1229,17.762517517380136
1230,61.42276075346839
1231,82.84351448453948
1232,24.947383235224518
1233,55.354275817409764
1234,14.8248522493185
1235,49.01954202288648
1236,45.82595985332567
1237,18.28464833914412
1238,79.05673955044514
1239,20.80650530199329
1240,14.380045822057909
1241,46.86110237860852
1242,50.96184843888988
1243,61.71380492349875
1244,73.31778886029629
1245,67.93342135083542
1246,57.05734236697883
1247,25.607250889634777
1248,44.58531829153442
1249,43.67001046025327
1250,65.51233297589044
1251,24.422663993648676
1252,70.40388311779554
1253,80.30590049822422
1254,38.393271256915824
1255,67.68759937811059
1256,45.07773850515887
1257,77.5435173317207
1258,3.9653289595606678
1259,26.95388547749877
1260,73.28967428868243
1261,81.64441048918417
1262,37.37716377986972
1263,63.75498085114592
1264,87.96148946834677
1265,14.118368455454481
1266,71.93309615867717
1267,41.91815342650164
1268,71.42697741462851
1269,53.91664042506482
1270,1.7309980694134386
1271,23.73651916722889
1272,86.44364228557775
1273,10.823170837541314
1274,16.370572165690415
1275,41.30369465068965
1276,21.527735628591234
1277,68.65227475684479
1278,78.85421885667509
1279,2.039887243359211
1280,77.46027447673664
1281,89.99155875419066
1282,45.083245976084356
1283,76.92363526502844
1284,25.083346020045443
1285,89.14702147083143
1286,49.267431955686924
1287,21.65716610837333
1288,23.46554873368275
1289,40.18282831790067
1290,8.844822025851423
1291,27.80029971331192
1292,11.826220473992429
1293,69.23717160448761
1294,71.56489728236487
1295,35.47221493557248
1296,47.73670279296873
1297,63.02253755804447
1298,61.26862412819306
1299,79.57673202634572
1300,33.876519809856624
1301,71.32802952590572
1302,52.01381967333611
1303,58.31807253103425
1304,69.12240080327538
1305,47.60818317519989
1306,43.43283980922392
1307,47.9734451345516
1308,59.75033645802334
1309,71.13995335821271
1310,50.593493386890685
1311,72.48378977332828
1312,8.136164558345634
1313,88.56207309983284
1314,31.375532109860643
1315,55.8922572252946
1316,9.720781550139524
1317,19.45199433361673
1318,49.95468337700153
1319,37.99776350424241
1320,66.16481669617511
1321,39.04559672634412
1322,77.1792987815825
1323,25.08422026662587
1324,9.436905454681519
1325,47.03570976759045
1326,59.11241601028586
1327,52.6176534252452
1328,26.829833433906323
1329,84.98667930311616
1330,20.303639430015572
1331,62.30707699886636
1332,46.645372032655736
1333,23.261248580969706
1334,1.4722784372851994
1335,24.81548031741405
1336,44.65889718437859
1337,43.559455672296664
1338,23.306303598687485
1339,29.41349474883876
1340,6.514150756160354
1341,8.264449163354533
1342,48.831201286130934
1343,32.87779098497822
1344,26.85204504307854
1345,80.871095758756
1346,79.60322246289361
1347,16.83957890091262
1348,84.32885657182018
1349,13.033671968650323
1350,4.7721526765855815
1351,76.97284084852758
1352,30.6775616221706
1353,80.62316873477336
1354,85.35324111204018
1355,31.328029056388566
1356,49.094682486042565
1357,30.775690182552765
1358,13.023197903504428
1359,38.726929927191556
